node_id,dx,dy,dz,max_stress
15641,0.115495,0.0178663,0.00130136,16.4417
15642,0.114283,0.0179194,0.0011875,16.227
15643,0.112893,0.0179732,0.00107669,16.025
15644,0.111327,0.0180277,0.000968475,15.7833
15645,0.102094,0.0179768,0.00146624,17.8086
15646,0.0847393,0.0181892,0.00136025,18.8264
15647,0.0651914,0.0184006,0.00121567,19.914
15648,0.043334,0.0186121,0.00102638,21.0012
15649,0.0190369,0.0188257,0.000784072,22.1748
15650,0.0848935,0.0181444,0.00148539,18.9661
15651,0.0849058,0.0181009,0.00161595,19.1212
15652,0.0847743,0.0180588,0.00175209,19.2292
15653,0.0844987,0.0180179,0.00189412,19.353
15654,0.0840775,0.0179782,0.00204217,19.4288
15655,0.10273,0.0178816,0.00172081,18.1081
15656,0.102693,0.0177907,0.00199543,18.3464
15657,0.0179994,0.0187709,0.00104594,22.4561
15658,0.0426574,0.0185439,0.00128563,21.285
15659,0.0649184,0.0183213,0.00147288,20.2051
15660,0.0430383,0.0185772,0.00115229,21.1422
15661,0.0409954,0.0184535,0.00172773,21.5801
15662,0.0416363,0.0184822,0.00157318,21.5038
15663,0.0421898,0.0185125,0.00142543,21.3937
15664,0.0167475,0.0187231,0.0013396,22.662
15665,0.0641812,0.018248,0.00175531,20.4312
15666,0.0818812,0.0184372,0.000804161,17.8105
15667,0.0827257,0.0183843,0.000907237,18.0543
15668,0.0834352,0.018333,0.00101398,18.2551
15669,0.0840087,0.0182835,0.00112487,18.4703
15670,0.0844436,0.0182356,0.00124015,18.6409
15671,0.0988576,0.0181815,0.00100828,17.0321
15672,0.100798,0.0180768,0.00122956,17.4493
15673,0.0204693,0.0189653,0.000346413,21.3982
15674,0.0436659,0.0187751,0.000583582,20.2452
15675,0.0643707,0.0185819,0.000767759,19.1429
15676,0.0435386,0.0188224,0.000486374,20.0072
15677,0.0435437,0.0186493,0.000906431,20.8262
15678,0.043669,0.0186887,0.000793249,20.6541
15679,0.0437092,0.0187306,0.000685423,20.4473
15680,0.0198604,0.0188897,0.000551798,21.8214
15681,0.0650063,0.0184872,0.000981497,19.5593
15682,0.175314,0.0161659,0.00147634,10.8717
15683,0.171565,0.0164063,0.00152473,11.6077
15684,0.166472,0.0166424,0.0015642,12.3967
15685,0.159938,0.0168743,0.00159263,13.1999
15686,0.151864,0.0171019,0.00160746,14.0586
15687,0.142149,0.0173256,0.00160585,14.9297
15688,0.130687,0.0175457,0.00158438,15.8602
15689,0.161694,0.0168217,0.00171716,13.3528
15690,0.163195,0.0167688,0.00184433,13.5161
15691,0.164437,0.0167157,0.00197431,13.6421
15692,0.165416,0.0166625,0.00210742,13.7788
15693,0.166128,0.0166094,0.0022438,13.8774
15694,0.170277,0.0165388,0.00181547,12.7168
15695,0.175916,0.0163054,0.00177555,11.93
15696,0.180206,0.0160685,0.00172664,11.1974
15697,0.173879,0.0163563,0.00164911,11.7641
15698,0.180318,0.0161491,0.00216939,12.3061
15699,0.17914,0.0162017,0.00203546,12.2014
15700,0.177671,0.0162538,0.00190424,12.0609
15701,0.172996,0.0164333,0.00207693,12.9846
15702,0.183937,0.0159674,0.00198508,11.4732
15703,0.132332,0.0174419,0.00183746,16.167
15704,0.144322,0.0172199,0.00185841,15.2393
15705,0.154577,0.0169957,0.00185958,14.3722
15706,0.143348,0.0172727,0.00173045,15.0786
15707,0.145856,0.0170641,0.00226456,15.5842
15708,0.145578,0.0171156,0.00212524,15.4925
15709,0.145066,0.0171676,0.0019899,15.3599
15710,0.133132,0.0173405,0.00210652,16.4161
15711,0.156308,0.0168898,0.00212444,14.631
15712,0.147494,0.0171284,0.000999438,12.1727
15713,0.150453,0.0170791,0.0011151,12.4121
15714,0.153182,0.0170289,0.00123193,12.6169
15715,0.155677,0.016978,0.00135029,12.8316
15716,0.15793,0.0169264,0.00147041,13.0107
15717,0.155766,0.0168402,0.00108406,11.6045
15718,0.159664,0.0165955,0.00104245,10.8139
15719,0.16225,0.0163453,0.000992375,10.074
15720,0.156061,0.0166395,0.000924358,10.5745
15721,0.16898,0.0164554,0.00140212,11.4168
15722,0.166131,0.0165034,0.00128106,11.2353
15723,0.163023,0.0165501,0.00116125,11.02
15724,0.16162,0.0167432,0.00132111,12.0257
15725,0.169311,0.0162585,0.00123226,10.4969
15726,0.124953,0.0177589,0.0011174,15.079
15727,0.135157,0.0175385,0.0011349,14.1477
15728,0.14362,0.0173119,0.001133,13.2722
15729,0.132881,0.0175916,0.00102252,13.9076
15730,0.140726,0.0173788,0.00148425,14.7418
15731,0.139084,0.017432,0.00136546,14.5654
15732,0.137226,0.0174853,0.00124908,14.351
15733,0.128219,0.0176515,0.00134516,15.497
15734,0.1482,0.0172076,0.00136603,13.6915
15735,0.0965738,0.0169371,0.00478882,17.0848
15736,0.0994221,0.0169737,0.00456843,17.2379
15737,0.102086,0.0170112,0.00435311,17.3432
15738,0.104559,0.0170494,0.00414337,17.46
15739,0.106838,0.0170884,0.003939,17.529
15740,0.108922,0.017128,0.00374035,17.6104
15741,0.110808,0.0171685,0.0035473,17.644
15742,0.112497,0.0172096,0.00336007,17.6908
15743,0.113986,0.0172515,0.00317853,17.6902
15744,0.115278,0.017294,0.0030028,17.703
15745,0.116371,0.0173373,0.00283272,17.669
15746,0.117265,0.0173813,0.00266833,17.6488
15747,0.117961,0.0174261,0.00250941,17.5822
15748,0.0921564,0.0173854,0.00371588,18.5548
15749,0.0736746,0.0176501,0.00366556,19.4984
15750,0.0534058,0.0179231,0.00358504,20.5147
15751,0.0312814,0.0182054,0.00346969,21.5553
15752,0.00722746,0.0184988,0.00331345,22.5301
15753,0.0717806,0.0176151,0.00387864,19.3972
15754,0.0697419,0.01758,0.0040981,19.3095
15755,0.0675571,0.0175449,0.00432357,19.1703
15756,0.0652301,0.0175097,0.00455512,19.0435
15757,0.0627643,0.0174744,0.00479229,18.8654
15758,0.0879665,0.0173109,0.00413278,18.3859
15759,0.0830966,0.0172381,0.00457287,18.1424
15760,0.00465277,0.018441,0.00380676,22.2484
15761,0.0281465,0.0181439,0.00394006,21.3344
15762,0.0498221,0.0178574,0.00403529,20.3043
15763,0.0297578,0.0181753,0.00370112,21.4422
15764,0.022781,0.0180422,0.00469625,20.8316
15765,0.024656,0.0180774,0.00443789,21.0308
15766,0.0264448,0.0181114,0.00418545,21.1789
15767,0.00184699,0.0183752,0.00432928,21.874
15768,0.0457674,0.0177893,0.00451145,20.0133
15769,0.0984565,0.0175399,0.00295492,18.676
15770,0.0797736,0.0177916,0.00287807,19.6513
15771,0.0591433,0.0180503,0.00276739,20.702
15772,0.0364815,0.0183175,0.00261774,21.7607
15773,0.0116959,0.0185952,0.00242235,22.8324
15774,0.0784701,0.0177558,0.003065,19.6237
15775,0.0770193,0.0177204,0.00325864,19.6117
15776,0.0754202,0.0176852,0.00345881,19.5479
15777,0.0956543,0.0174616,0.00332309,18.6508
15778,0.00957368,0.0185496,0.00285146,22.7237
15779,0.0340589,0.0182629,0.00302852,21.6966
15780,0.0565129,0.0179871,0.00316209,20.6468
15781,0.0353142,0.0182905,0.0028191,21.7279
15782,0.0327142,0.0182347,0.00324517,21.6242
15783,0.0827972,0.0179015,0.00235706,19.5627
15784,0.0819369,0.0178643,0.00252415,19.6207
15785,0.0809289,0.0178277,0.00269777,19.6284
15786,0.100562,0.0176204,0.00261136,18.6326
15787,0.0135975,0.0186375,0.0020268,22.8593
15788,0.0385509,0.0183712,0.00223809,21.7452
15789,0.0612969,0.0181141,0.00240158,20.6832
15790,0.039453,0.0183983,0.00206015,21.7013
15791,0.0375601,0.0183444,0.00242377,21.7538
15792,0.184081,0.0154521,0.00345573,12.0666
15793,0.177386,0.0156837,0.00352784,12.7532
15794,0.169457,0.0159167,0.00359281,13.4971
15795,0.160226,0.0161517,0.00364895,14.2442
15796,0.149625,0.0163896,0.0036942,15.0521
15797,0.137587,0.0166311,0.00372634,15.8616
15798,0.124043,0.0168769,0.0037427,16.7359
15799,0.158186,0.0161054,0.00382697,14.1962
15800,0.155873,0.0160604,0.00400971,14.1582
15801,0.153288,0.0160169,0.00419687,14.0792
15802,0.150433,0.0159749,0.00438877,14.0097
15803,0.147319,0.0159347,0.00458492,13.8988
15804,0.16525,0.0158234,0.00394543,13.4254
15805,0.173372,0.0155891,0.003873,12.6944
15806,0.1803,0.0153569,0.00379401,12.0206
15807,0.175532,0.0156357,0.00369827,12.7192
15808,0.1651,0.0154592,0.00442216,12.4835
15809,0.16815,0.0155007,0.00423502,12.5767
15810,0.170911,0.0155441,0.00405181,12.6312
15811,0.159894,0.0157363,0.0043156,13.293
15812,0.175259,0.0152677,0.00414851,11.9173
15813,0.119584,0.0167944,0.00413337,16.6033
15814,0.133102,0.0165451,0.00410598,15.7452
15815,0.145178,0.0163007,0.00406393,14.9516
15816,0.135463,0.0165875,0.00391357,15.7978
15817,0.124619,0.0164256,0.00471264,15.4312
15818,0.127674,0.0164641,0.00450562,15.562
15819,0.130504,0.0165039,0.00430324,15.6483
15820,0.114263,0.016716,0.00454503,16.4013
15821,0.139712,0.0162173,0.00445277,14.7864
15822,0.166743,0.0165037,0.00252732,14.0574
15823,0.166642,0.0164513,0.00267484,14.1388
15824,0.166265,0.0163995,0.00282635,14.1806
15825,0.165612,0.0163482,0.00298208,14.2333
15826,0.164682,0.0162977,0.00314208,14.2457
15827,0.163474,0.016248,0.00330653,14.2688
15828,0.161988,0.0161994,0.00347543,14.2514
15829,0.174362,0.0161167,0.0029395,13.4625
15830,0.181737,0.0158857,0.00288693,12.6982
15831,0.187812,0.0156548,0.00282624,11.9907
15832,0.182058,0.015938,0.00273644,12.6375
15833,0.182074,0.0159906,0.00258964,12.5866
15834,0.181788,0.0160435,0.00244629,12.4987
15835,0.17506,0.0162212,0.00263745,13.3587
15836,0.187767,0.0157592,0.00253335,11.8709
15837,0.178934,0.0157328,0.00336152,12.7489
15838,0.180176,0.015783,0.00319935,12.7541
15839,0.181109,0.015834,0.00304116,12.7213
15840,0.172496,0.0160148,0.00325766,13.5091
15841,0.186585,0.0155519,0.00313337,12.0563
15842,0.130322,0.0170529,0.00302588,16.7999
15843,0.143672,0.0168155,0.00302801,15.8998
15844,0.155408,0.0165809,0.00301241,15.0642
15845,0.144589,0.0168638,0.0028659,15.856
15846,0.145265,0.0169129,0.00270867,15.8244
15847,0.145701,0.0169627,0.0025561,15.7501
15848,0.132137,0.0171458,0.00269943,16.7342
15849,0.156738,0.0166817,0.00269944,14.9785
15850,0.13947,0.0166757,0.00354412,15.8813
15851,0.141112,0.0167214,0.00336705,15.9126
15852,0.142513,0.016768,0.003195,15.9003
15853,0.127624,0.0169632,0.00337351,16.8009
15854,0.153038,0.0164833,0.00334378,15.0892
15855,0.0330646,0.0130735,-0.00161144,2.28418
15856,0.0384379,0.013362,-0.00154991,1.96984
15857,0.044027,0.0136554,-0.00148383,1.65961
15858,0.0496551,0.0139531,-0.00141588,1.48445
15859,0.0553055,0.014255,-0.00134514,1.8202
15860,0.060862,0.0145604,-0.00127266,2.16524
15861,0.0662574,0.0148688,-0.00119841,2.54938
15862,0.0714014,0.0151794,-0.00112274,2.95761
15863,0.0762028,0.0154917,-0.00104605,3.41949
15864,0.080574,0.0158047,-0.000968593,3.92606
15865,0.0844074,0.0161177,-0.000891119,4.49919
15866,0.0876128,0.0164295,-0.000814038,5.12345
15867,0.0900747,0.0167393,-0.000738417,5.81084
15868,0.0916938,0.017046,-0.000665084,6.53696
15869,0.0923529,0.0173485,-0.000595456,7.31479
15870,0.0919385,0.0176458,-0.000531037,8.11903
15871,0.0903291,0.0179367,-0.000473805,8.96639
15872,0.0874003,0.0182202,-0.000426058,9.83416
15873,0.083024,0.018495,-0.000390571,10.7411
15874,0.0770676,0.0187599,-0.000370568,11.6672
15875,0.0693965,0.0190138,-0.000369831,12.6332
15876,0.0598699,0.0192554,-0.000392703,13.6213
15877,0.0483482,0.0194834,-0.000444184,14.6516
15878,0.0346799,0.0196967,-0.00053,15.7874
15879,0.0187081,0.019894,-0.000656802,16.6508
15880,0.093868,0.0164182,-0.000678926,5.48635
15881,0.100057,0.0164052,-0.000546258,5.85703
15882,0.106192,0.0163905,-0.000415182,6.20029
15883,0.112222,0.0163738,-0.000286243,6.55127
15884,0.118149,0.016355,-0.000158892,6.87293
15885,0.123937,0.0163341,-3.33029e-05,7.2025
15886,0.129578,0.016311,9.08484e-05,7.50162
15887,0.13505,0.0162857,0.000213666,7.80889
15888,0.14034,0.0162583,0.000335383,8.08523
15889,0.145435,0.0162287,0.000456232,8.3699
15890,0.150323,0.016197,0.000576432,8.62332
15891,0.122051,0.0160445,-0.000102891,6.54601
15892,0.119323,0.0157514,-0.000174611,5.92739
15893,0.115851,0.0154556,-0.000247587,5.36933
15894,0.111729,0.0151579,-0.000321101,4.85472
15895,0.107048,0.014859,-0.000394596,4.40006
15896,0.101894,0.0145598,-0.000467653,3.978
15897,0.0963563,0.014261,-0.000539841,3.60416
15898,0.0905063,0.0139632,-0.000611045,3.24538
15899,0.0844499,0.0136672,-0.000680527,2.92364
15900,0.078225,0.0133733,-0.000748759,2.60575
15901,0.0719797,0.0130823,-0.000814111,2.3198
15902,0.0950981,0.0145625,-0.000597581,3.68589
15903,0.0882436,0.0145639,-0.000729219,3.40105
15904,0.0813684,0.014564,-0.000862396,3.09513
15905,0.0744865,0.0145633,-0.000997473,2.7957
15906,0.0676489,0.014562,-0.00113405,2.47771
15907,0.0935546,0.0148671,-0.000655657,3.81083
15908,0.0984601,0.0151708,-0.00058135,4.2512
15909,0.102873,0.0154741,-0.000506682,4.75043
15910,0.106702,0.0157763,-0.000432141,5.29486
15911,0.109852,0.0160765,-0.000358399,5.90211
15912,0.105141,0.0151652,-0.000450347,4.54867
15913,0.113072,0.0157648,-0.000302487,5.60687
15914,0.0781711,0.0151788,-0.000984505,3.2836
15915,0.0849447,0.0151773,-0.00084845,3.61728
15916,0.0917258,0.0151747,-0.000713899,3.93014
15917,0.0798814,0.0148696,-0.000923496,3.19263
15918,0.0972419,0.0161004,-0.000620951,5.21828
15919,0.0937203,0.0157935,-0.000696647,4.62597
15920,0.0895878,0.0154856,-0.000772703,4.09871
15921,0.0871649,0.0157998,-0.000831459,4.27174
15922,0.100251,0.0157858,-0.000563353,4.95619
15923,0.0585724,0.0130779,-0.00107418,1.77459
15924,0.0646291,0.0133691,-0.00100975,2.05598
15925,0.0707391,0.0136639,-0.000942007,2.36898
15926,0.0767457,0.0139616,-0.000872832,2.68519
15927,0.082617,0.0142618,-0.000801633,3.03656
15928,0.0714141,0.0133714,-0.00087848,2.32928
15929,0.0836353,0.0139628,-0.000741118,2.96269
15930,0.0447758,0.0133628,-0.00141255,1.59198
15931,0.0512735,0.0133645,-0.00127681,1.47981
15932,0.0579065,0.0133667,-0.00114247,1.76667
15933,0.0455032,0.0130741,-0.00134004,1.51562
15934,0.0688504,0.014259,-0.00107,2.4409
15935,0.0630424,0.0139574,-0.00114106,2.09727
15936,0.0571749,0.0136591,-0.00120976,1.78717
15937,0.056297,0.0139551,-0.00127755,1.7892
15938,0.0698744,0.0139597,-0.00100606,2.38907
15939,0.134231,0.0145201,0.000161447,5.2702
15940,0.128055,0.0145319,3.79513e-05,5.03592
15941,0.121713,0.0145417,-8.65567e-05,4.7757
15942,0.115226,0.0145495,-0.000212233,4.52368
15943,0.108612,0.0145555,-0.000339212,4.24692
15944,0.132713,0.014821,0.000109982,5.47942
15945,0.136782,0.0151084,0.000181918,5.9571
15946,0.140179,0.0153936,0.000253246,6.49499
15947,0.142814,0.0156758,0.00032332,7.0714
15948,0.144598,0.0159544,0.000391311,7.70497
15949,0.142623,0.0150907,0.000304907,6.19987
15950,0.148224,0.0156514,0.000445265,7.32134
15951,0.11821,0.0151486,-0.000193342,5.13504
15952,0.124558,0.0151373,-6.70394e-05,5.42419
15953,0.130754,0.015124,5.79942e-05,5.68617
15954,0.120159,0.014844,-0.000139715,4.95705
15955,0.133678,0.0160039,0.000146537,7.14734
15956,0.131409,0.015718,7.67776e-05,6.52017
15957,0.128338,0.0154289,5.32698e-06,5.95162
15958,0.125443,0.0157358,-4.82081e-05,6.21947
15959,0.137204,0.015698,0.000200556,6.79144
15960,0.0988012,0.0130849,-0.000310345,3.32421
15961,0.10517,0.0133725,-0.000243579,3.61665
15962,0.111379,0.0136617,-0.000174655,3.94218
15963,0.117304,0.0139516,-0.000104783,4.27327
15964,0.122894,0.0142419,-3.37103e-05,4.6453
15965,0.111701,0.0133693,-0.000120274,3.84302
15966,0.123712,0.0139446,1.88046e-05,4.50196
15967,0.0850341,0.0133746,-0.000620462,2.86429
15968,0.0918119,0.013375,-0.000493568,3.12664
15969,0.098532,0.0133744,-0.000367971,3.36949
15970,0.0854656,0.0130853,-0.000559666,2.83705
15971,0.109846,0.0142548,-0.000284145,4.14108
15972,0.104093,0.0139604,-0.000355281,3.77538
15973,0.0980671,0.0136669,-0.000424969,3.44869
15974,0.0973349,0.0139624,-0.00048244,3.50745
15975,0.110757,0.0139568,-0.000229432,4.02114
15976,0.0917344,0.0181787,-0.000306889,10.2095
15977,0.0959606,0.0181357,-0.000190274,10.5908
15978,0.100079,0.0180913,-7.55608e-05,10.9435
15979,0.104069,0.0180455,3.72102e-05,11.3031
15980,0.107928,0.0179985,0.00014853,11.6322
15981,0.11164,0.0179504,0.000258575,11.9691
15982,0.115199,0.0179012,0.000367718,12.274
15983,0.118594,0.0178512,0.000476287,12.5875
15984,0.12182,0.0178004,0.000584598,12.8679
15985,0.124868,0.0177489,0.000693048,13.1575
15986,0.127731,0.0176969,0.000801932,13.4128
15987,0.117061,0.0176996,0.000234731,11.0966
15988,0.120978,0.0174403,0.000197769,10.2434
15989,0.123511,0.0171733,0.000150353,9.43593
15990,0.124774,0.0168993,9.48032e-05,8.65027
15991,0.12488,0.0166193,3.30376e-05,7.91241
15992,0.116467,0.017479,8.07393e-05,9.90868
15993,0.111803,0.017516,-3.78315e-05,9.58146
15994,0.107008,0.0175511,-0.000157987,9.22373
15995,0.102085,0.0175845,-0.000280239,8.87284
15996,0.0970631,0.017616,-0.000404343,8.49277
15997,0.108662,0.017785,5.70357e-06,10.4324
15998,0.0997178,0.0178641,-0.00022985,9.72176
15999,0.113711,0.0166674,-0.000216721,7.25602
16000,0.114212,0.0169562,-0.000151065,7.99144
16001,0.113614,0.0172394,-9.08268e-05,8.77495
16002,0.119567,0.0169288,-2.72845e-05,8.31708
16003,0.0974599,0.0170263,-0.000533273,6.90821
16004,0.103137,0.0170049,-0.000404003,7.28633
16005,0.108735,0.0169815,-0.000276458,7.63531
16006,0.102057,0.0167071,-0.000473581,6.55461
16007,0.103185,0.0172977,-0.00033899,8.06737
16008,0.140916,0.0172239,0.000770535,11.6791
16009,0.137311,0.0172699,0.00065667,11.4244
16010,0.133506,0.0173147,0.000542751,11.1368
16011,0.129509,0.0173581,0.00042851,10.8578
16012,0.12533,0.0173999,0.000313611,10.5465
16013,0.131881,0.0175133,0.000682294,12.2821
16014,0.124826,0.0176088,0.000459433,11.7134
16015,0.145228,0.016498,0.000516839,9.08642
16016,0.143875,0.0167617,0.000571681,9.8267
16017,0.141272,0.0170192,0.000618973,10.6158
16018,0.148158,0.0167227,0.000689252,10.0811
16019,0.129822,0.0168678,0.000215536,8.95219
16020,0.134696,0.0168344,0.000335085,9.26204
16021,0.139384,0.016799,0.000453706,9.54023
16022,0.135424,0.0165628,0.000276981,8.52262
16023,0.132762,0.0170997,0.000386257,10.0496
16024,0.0207501,0.0194091,-0.000277018,19.0446
16025,0.0403719,0.0192362,-8.83431e-05,18.0228
16026,0.0575352,0.0190509,5.20762e-05,16.8938
16027,0.0723983,0.0188534,0.000151912,15.8274
16028,0.085103,0.018644,0.000217288,14.8166
16029,0.0957891,0.0184233,0.000253775,13.827
16030,0.104591,0.0181918,0.000266122,12.8885
16031,0.0705674,0.0189185,6.32523e-05,15.4787
16032,0.0686278,0.0189846,-2.5639e-05,15.1391
16033,0.0665838,0.0190515,-0.000115233,14.7671
16034,0.0644397,0.0191191,-0.000205994,14.4026
16035,0.0621998,0.0191871,-0.000298312,14.009
16036,0.0548262,0.0191893,-0.000110614,16.1952
16037,0.0387642,0.0193804,-0.000234362,17.3283
16038,0.0202817,0.0195577,-0.000404278,18.3016
16039,0.0396052,0.019307,-0.000161742,17.6658
16040,0.0358045,0.0196147,-0.000454303,16.1712
16041,0.0368628,0.0195345,-0.000380136,16.5822
16042,0.0378489,0.0194564,-0.000307057,16.9436
16043,0.0517559,0.019334,-0.000274723,15.4467
16044,0.0196002,0.0197199,-0.000529292,17.5024
16045,0.0979001,0.0182967,5.36239e-05,12.2181
16046,0.0900256,0.0185375,5.14512e-05,13.1526
16047,0.0803139,0.018767,2.65758e-05,14.1348
16048,0.0929736,0.0184805,0.000153039,13.4857
16049,0.0804682,0.0187054,-0.000261944,12.0466
16050,0.083765,0.0186501,-0.000155717,12.4318
16051,0.0869548,0.018594,-5.13097e-05,12.7887
16052,0.0906866,0.018398,-0.000164439,11.5016
16053,0.0750625,0.0188908,-0.000168068,13.406
16054,0.0797973,0.0185481,0.000607611,17.3088
16055,0.0785624,0.0186061,0.0005133,17.05
16056,0.0772019,0.0186657,0.000420994,16.7517
16057,0.0757191,0.0187269,0.000330326,16.465
16058,0.0741167,0.0187895,0.000240764,16.141
16059,0.0617862,0.0187983,0.000389189,18.1315
16060,0.042663,0.0189817,0.000221777,19.2484
16061,0.0210416,0.0191571,2.98666e-06,20.3497
16062,0.0430364,0.0189257,0.000305964,19.5075
16063,0.0410618,0.0191682,-1.39984e-05,18.3352
16064,0.0416747,0.019103,6.22771e-05,18.6635
16065,0.0422085,0.0190409,0.000140503,18.9497
16066,0.0598614,0.0189203,0.000217351,17.54
16067,0.0210038,0.0192754,-0.000142795,19.7282
16068,0.116152,0.0179762,0.000685585,14.0847
16069,0.105614,0.018195,0.00065617,15.0291
16070,0.0931269,0.018405,0.000600374,16.0302
16071,0.107683,0.0181387,0.000758598,15.2857
16072,0.098467,0.018366,0.00035405,14.1354
16073,0.101001,0.0183088,0.000454291,14.453
16074,0.103385,0.0182517,0.000554841,14.7359
16075,0.110694,0.0180847,0.000475799,13.5111
16076,0.0893865,0.018523,0.000407412,15.449
16077,-0.00677543,0.0166716,-0.00422123,9.83845
16078,-0.00665697,0.0166442,-0.00402375,8.71315
16079,-0.0057163,0.0166161,-0.00384435,7.83686
16080,-0.0040795,0.0165907,-0.0036658,7.04769
16081,-0.0018147,0.0165706,-0.0034895,6.30707
16082,0.0010148,0.0165531,-0.00331496,5.61844
16083,0.00437383,0.016538,-0.00314112,5.00015
16084,0.00818457,0.0165251,-0.00296965,4.43362
16085,0.0124534,0.0165142,-0.00279843,3.92348
16086,0.01708,0.0165051,-0.00262999,3.45375
16087,0.0220535,0.0164976,-0.00246325,3.02852
16088,0.0272982,0.0164914,-0.0022995,2.63091
16089,0.0327906,0.0164861,-0.00213827,2.2651
16090,0.0384773,0.0164814,-0.0019801,1.9161
16091,0.0443347,0.016477,-0.00182468,2.29082
16092,0.0503199,0.0164725,-0.00167231,2.72215
16093,0.056416,0.0164675,-0.00152263,3.13238
16094,0.0625826,0.016462,-0.00137594,3.55273
16095,0.0688155,0.0164555,-0.00123165,3.9491
16096,0.0750685,0.016448,-0.00109023,4.35452
16097,0.0813532,0.0164394,-0.000950791,4.73487
16098,0.00277316,0.0131109,-0.00245144,5.12722
16099,0.00620934,0.0133895,-0.00240003,4.75538
16100,0.0101035,0.0136738,-0.00234058,4.34333
16101,0.0142672,0.0139637,-0.00227833,3.93456
16102,0.0187252,0.0142599,-0.00221126,3.51884
16103,0.0233514,0.0145617,-0.00214138,3.11733
16104,0.0280926,0.0148692,-0.00206843,2.73912
16105,0.0328614,0.0151818,-0.00199285,2.38272
16106,0.03756,0.0154992,-0.00191521,2.06691
16107,0.0421148,0.0158205,-0.00183533,1.76987
16108,0.0463879,0.0161453,-0.00175458,2.17735
16109,0.0290545,0.0145588,-0.00199198,2.67274
16110,0.0350228,0.0145574,-0.00184452,2.25343
16111,0.0412298,0.0145571,-0.0016987,1.86567
16112,0.0476221,0.0145577,-0.00155493,1.51255
16113,0.0541849,0.0145589,-0.00141275,1.83671
16114,0.0299503,0.0142532,-0.00191595,2.60213
16115,0.0249549,0.0139541,-0.00198496,2.96933
16116,0.0201626,0.0136608,-0.00204998,3.34422
16117,0.0155625,0.013373,-0.00211254,3.72871
16118,0.0113546,0.013091,-0.00216829,4.08971
16119,0.01944,0.0139579,-0.0021309,3.4399
16120,0.0106773,0.0133801,-0.00225578,4.23163
16121,0.043171,0.0139517,-0.00155564,1.73101
16122,0.0368617,0.0139512,-0.00169723,2.11633
16123,0.0307813,0.0139519,-0.00184023,2.53136
16124,0.0422472,0.0142523,-0.00162711,1.79859
16125,0.0215723,0.0130787,-0.0018878,3.14196
16126,0.0264267,0.0133642,-0.00182869,2.80032
16127,0.0315868,0.0136552,-0.00176403,2.45087
16128,0.0323136,0.0133624,-0.00168853,2.37498
16129,0.020833,0.0133677,-0.00196994,3.25426
16130,0.0588037,0.0161387,-0.00145693,2.97455
16131,0.054579,0.0158166,-0.00153706,2.45367
16132,0.0499778,0.0154967,-0.0016166,1.99626
16133,0.0451295,0.0151797,-0.00169442,1.63279
16134,0.0401119,0.0148665,-0.00177057,1.93365
16135,0.0482837,0.0158185,-0.00168486,2.06668
16136,0.0388994,0.0151804,-0.00184247,1.99734
16137,0.074013,0.0158087,-0.00110727,3.55902
16138,0.0674651,0.0158119,-0.00124843,3.20071
16139,0.0609888,0.0158144,-0.00139144,2.82277
16140,0.0715374,0.01613,-0.00116945,3.75002
16141,0.0529216,0.014867,-0.00148063,1.88435
16142,0.0580566,0.0151796,-0.00140453,2.27625
16143,0.0629321,0.0154949,-0.0013271,2.71774
16144,0.0646991,0.0151797,-0.00126249,2.61344
16145,0.051532,0.0151796,-0.0015483,1.92272
16146,-0.00708595,0.0147427,-0.00383494,10.3044
16147,-0.00783907,0.0147171,-0.00366947,9.34476
16148,-0.00759679,0.0146896,-0.00351726,8.56841
16149,-0.00656574,0.0146638,-0.00336405,7.85087
16150,-0.00481137,0.0146426,-0.00321122,7.14896
16151,-0.00239704,0.0146238,-0.00305835,6.47658
16152,0.000640921,0.0146074,-0.00290459,5.83802
16153,0.00422668,0.0145935,-0.00275156,5.22905
16154,0.00836383,0.0145821,-0.0025974,4.65369
16155,0.0129511,0.0145731,-0.00244455,4.10737
16156,0.0179741,0.0145664,-0.00229211,3.59839
16157,-0.00787355,0.0131729,-0.00301636,7.48068
16158,-0.00631458,0.0134465,-0.00297345,7.08034
16159,-0.0042861,0.0137253,-0.00292446,6.63943
16160,-0.00184539,0.0140095,-0.00287199,6.19521
16161,0.00101853,0.0142985,-0.00281362,5.71198
16162,-0.00407556,0.0134293,-0.00283096,6.46696
16163,-0.00122184,0.0134143,-0.00268835,5.87577
16164,0.00223569,0.0134007,-0.00254393,5.30491
16165,-0.00377006,0.0131384,-0.00273467,6.25256
16166,0.00894111,0.0142745,-0.00251156,4.55664
16167,0.00519049,0.0139819,-0.00257531,5.01308
16168,0.00181262,0.0136952,-0.0026334,5.44536
16169,0.00140559,0.0139945,-0.00272336,5.5922
16170,0.00951015,0.0139717,-0.00242626,4.46161
16171,-0.00668983,0.0135433,-0.00363378,10.3627
16172,-0.00805586,0.0135112,-0.00351504,9.68062
16173,-0.00877896,0.0134958,-0.00338382,8.99839
16174,-0.00870238,0.0134808,-0.0032508,8.37023
16175,-0.00786339,0.0134629,-0.00311257,7.69085
16176,-0.0084818,0.0132268,-0.00342437,9.42416
16177,-0.00885393,0.0131902,-0.00315212,8.11681
16178,-0.00781102,0.0137606,-0.00320875,7.90974
16179,-0.00644024,0.0140453,-0.00316295,7.46232
